Track Name,Artist,Streams,URL,Number of Appearnaces in the Top 200,ID,Tempo,Key,Duration,Loudness,Time Signature,Number of Samples
Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,6718666,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,22,6osaMSJh9NguagEDQcZaKx,192.091,11,185.1946,-2.986,4,4083541
Señorita,Shawn Mendes,20975710,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,22,6v3KW9xbzN5yKLt9YKDYA2,116.967,9,190.79959,-6.049,4,4207131
comethru,Jeremy Zucker,4680589,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,21,18uwL0vNUanqZH0ro2QcOP,93.982,0,181.61333,-11.991,4,4004574
If I Can't Have You,Shawn Mendes,5498298,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,21,2bT1PH7Cw3J9p3t7nlXCdh,123.935,2,191.46667,-4.197,4,4221840
Wake Up in the Sky,Gucci Mane,4493495,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,21,2G1tXoGBaEMJ7FKGnkf6ud,143.01,4,203.16113,-5.144,4,4479703
you should see me in a crown,Billie Eilish,4306393,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,21,3XF5xLJHOQQRbWya6hBp7d,150.455,4,180.95288,-10.485,4,3990011
It's You,Ali Gatie,10777178,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,21,6moU77g9RQyMzHNuKEaQKq,95.971,11,212.60677,-6.972,4,4687979
Dancin (feat. Luvli) - Krono Remix,Aaron Smith,4463685,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,21,6WkJ2OK163XXS2oARUC9JM,119.896,10,198.05333,-6.529,4,4367076
changes,XXXTENTACION,4630908,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,21,7AFASza1mXqntmGtbxXprO,64.934,11,121.88689,-10.068,4,2687606
Cuaderno,Dalex,4451498,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6,21,7anSoGdgtmJTAPZBzcPhO6,172.02,1,286.50668,-5.021,4,6317472
FRIENDS,Marshmello,4430014,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,20,08bNPGLD8AhKpnnERrAc6G,95.079,9,202.62073,-2.384,4,4467787
Soltera - Remix,Lunay,8552773,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,20,1c0hsvHLELX6y8qymnpLKL,92.01,5,266.08694,-4.271,4,5867217
HP,Maluma,4600384,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,20,1LIqNVhaIgxXUt2eVoIQJ3,91.98,4,184.43565,-3.157,4,4066806
Tutu,Camilo,6872649,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,20,1nocRtwyNPVtGcIJqfgdzZ,146.013,9,178.61333,-2.592,4,3938424
Thinking out Loud,Ed Sheeran,4338364,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,20,1Slwb6dOYkBlWal1PGtnNg,78.998,2,281.56,-6.061,4,6208398
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,4445326,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,20,27rdGxbavYJeBphck5MZAF,114.066,7,217.46667,-5.844,4,4795140
I'm Yours,Jason Mraz,4440453,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,20,3S0OXQeoh0w6AY8WQVckRW,150.953,11,242.18668,-8.322,4,5340216
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4767233,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,20,4e4fqjx0Izh4svvTef1z7e,153.995,10,164.20508,-6.61,4,3620722
On My Way,Alan Walker,5200420,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq,20,4n7jnSxVLd8QioibtTDBDq,170.087,1,193.79755,-4.929,4,4273236
Kill This Love,BLACKPINK,4360357,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,20,4pUCKHjJ4Ijewc37rRrvHn,131.974,2,189.05243,-4.141,4,4168606
Adan y Eva,Paulo Londra,6654308,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,20,6FyRXC8tJUh863JCkyWqtk,171.993,1,258.63882,-4.47,4,5702986
Robbery,Juice WRLD,8402203,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,20,6Hj9jySrnFppAI0sEMCZpJ,159.966,2,240.05052,-5.122,5,5293114
Hate Me (with Juice WRLD),Ellie Goulding,7460682,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,20,6kls8cSlUyHW2BUOkDJIZE,75.025,8,186.22318,-4.628,4,4106221
Old Town Road,Lil Nas X,5151270,https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH,19,0F7FA14euOIX8KcbEturGH,135.998,1,113.0,-6.112,4,2491650
Say My Name,David Guetta,4488528,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,19,0YammaEkYSeo9vQYZ1OwS6,95.031,10,198.94667,-5.119,4,4386774
SOS (feat. Aloe Blacc),Avicii,4431865,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5,19,2x0RZdkZcD8QRI53XT4GI5,100.001,5,157.20236,-6.181,4,3466312
Love Someone,Lukas Graham,4460911,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,19,3id2EVGKc3eFAMn9nFnB0r,171.838,9,205.44,-6.581,4,4529952
This Feeling,The Chainsmokers,4336282,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl,19,4NBTZtAt1F13VvlSKe6KTl,105.049,1,197.94667,-7.906,4,4364724
Old Town Road,Lil Nas X,11144701,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,19,53CJANUxooaqGOtdsBTh7O,136.019,1,113.01333,-6.063,4,2491944
EARFQUAKE,"Tyler, The Creator",4565726,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,19,5hVghJ4KaYES3BFUATCYn0,79.635,9,190.06667,-8.866,4,4190970
Adictiva,Daddy Yankee,4326154,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,19,6MJUCumnQsQEKbCy28tbCP,99.038,4,207.85333,-3.206,4,4583166
I Fall Apart,Post Malone,4578749,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,19,75ZvA4QfFiZvzhj2xkaWAh,143.95,8,223.34666,-5.408,4,4924794
"Yo x Ti, Tu x Mi",ROSALÍA,6589853,https://open.spotify.com/track/7BlBVFwvbWvcwNcUarQmjk,19,7BlBVFwvbWvcwNcUarQmjk,91.952,1,201.04,-3.292,4,4432932
boyfriend (with Social House),Ariana Grande,4754501,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,18,0Ryd8975WihbObpp5cPW1t,190.097,10,186.10667,-3.731,4,4103652
lovely,Billie Eilish,10997572,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,18,1NJcg626wLln4pGHpiV7mf,115.284,4,200.18571,-10.109,4,4414095
Someone You Loved,Lewis Capaldi,14991744,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,18,2TIlqbIneP0ZY1O0EzYLlc,109.891,1,182.16054,-5.679,4,4016640
Contra La Pared,Sean Paul,4613805,https://open.spotify.com/track/37eGbhE1xVFSvcKkqGb6i1,18,37eGbhE1xVFSvcKkqGb6i1,94.052,2,224.68086,-7.14,4,4954213
Ella Quiere Beber - Remix,Anuel AA,4293347,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,18,3f5lA8nnc4YYF1qf78WpHw,95.239,8,219.35715,-3.083,4,4836825
Adicto (with Anuel AA & Ozuna),Tainy,8854341,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,18,3jbT1Y5MoPwEIpZndDDwVq,80.002,10,270.7405,-4.803,4,5969828
The London (feat. J. Cole & Travis Scott),Young Thug,5610656,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n,18,3s4mrPrEFFPF0LmAfutW0n,97.991,4,200.18668,-8.981,4,4414116
Sanguine Paradise,Lil Uzi Vert,4689623,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,18,3XiNC94b4Tq1xwv70sQJGN,134.972,6,243.97633,-6.736,4,5379678
I.F.L.Y.,Bazzi,5145755,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,18,4a6q8CR2hzLk2plDkSxkfD,104.954,2,165.7143,-4.823,4,3654000
Shotgun,George Ezra,4246486,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,18,4ofwffwvvnbSkrMSCKQDaC,115.741,5,201.2873,-4.733,4,4438385
Beautiful (feat. Camila Cabello),Bazzi,4462895,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,18,4VUwkH455At9kENOfzTqmF,100.027,2,180.0,-4.722,4,3969000
Desconocidos,Mau y Ricky,4397008,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h,18,56f5qnyAlZdlz8wrUDA50h,174.107,7,204.56367,-4.891,4,4510629
hot girl bummer,blackbear,14825318,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,18,7aiClxsDWFRQ0Kzk5KI5ku,129.989,6,185.0932,-7.109,1,4081305
Aullando,Wisin & Yandel,4570842,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,18,7BuHdm4lQqcyG3qTwdkxus,90.035,10,226.2,-4.52,4,4987710
XO Tour Llif3,Lil Uzi Vert,4349957,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,18,7GX5flRQZVHRAGd6B4TmDO,155.096,11,182.70676,-6.366,4,4028684
Paradise,Bazzi,5236072,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,18,7njKgVl3AnLflRad38o7AG,122.061,11,169.0382,-6.273,4,3727292
Desconocidos,Mau y Ricky,8112593,https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,17,0s5DNDV6LAKn2u2Ufa3VjQ,174.006,7,204.45332,-4.598,4,4508196
Instagram,Dimitri Vegas & Like Mike,4778612,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S,17,0U6bQIAh6MCGo1xjbIIx2S,96.071,8,184.55827,-2.097,4,4069510
"Go Loko (feat. Tyga, Jon Z)",YG,4518341,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD,17,1kK6DwzyXJSp58u5HYWwuD,101.008,2,299.22668,-5.177,4,6597948
Reggaeton,J Balvin,4307147,https://open.spotify.com/track/2D3z17LBMJ2HEHeBFFjTLi,17,2D3z17LBMJ2HEHeBFFjTLi,176.059,4,158.8,-4.325,4,3501540
The Git Up,Blanco Brown,4519487,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm,17,5dW1VZPcFqB4n0P08rGDgm,97.984,9,200.59396,-8.635,4,4423097
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,5393638,https://open.spotify.com/track/0KoiMHhqKLoL4xM54rcWYY,16,0KoiMHhqKLoL4xM54rcWYY,95.881,8,212.5,-4.167,4,4685625
Nonstop,Drake,4245659,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,16,0TlLq3lA83rQOYtrqBqSct,154.983,7,238.61429,-8.074,4,5261445
Kiss and Make Up,Dua Lipa,4199882,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,16,13hvHEstJ4sNbzdroPrPI3,99.986,8,190.56,-4.383,4,4201848
Leave Me Alone,Flipp Dinero,4386866,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,16,14mHfNsSHN0FbLftyjrV9g,150.024,7,195.6371,-2.806,4,4313798
Ride It,Regard,14068922,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,16,2tnVG71enUj33Ic2nFN6kZ,117.948,7,157.60599,-4.258,4,3475212
Post Malone (feat. RANI),Sam Feldt,5079797,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL,16,36orMWv2PgvnzXsd5CJ0yL,107.356,7,174.44444,-3.87,4,3846500
Esclavo de Tus Besos,Manuel Turizo,4418785,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX,16,3g4UyIcQwutiG0TfW32GnX,90.979,5,219.3023,-5.316,4,4835616
Ritual,Tiësto,4508962,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa,16,3M9Apu4OZfylLTFKvgEtKa,114.996,3,198.99574,-4.389,4,4387856
Solo (feat. Demi Lovato),Clean Bandit,4354783,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h,16,3NuK5xMlSlB6K2Qp16zf3h,104.966,11,222.70667,-4.608,4,4910682
Indeciso,Reik,7083945,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14,16,59s0s39NFWScuHDbHytI14,94.949,0,217.25333,-4.902,4,4790436
Who Do You Love,The Chainsmokers,4596945,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN,16,5QiNbIilmMiMBXvaAlf7lN,140.024,3,226.74667,-4.673,4,4999764
Si Se Da - Remix,Myke Towers,4490293,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD,16,6K5BsR04ijf3FHNzjbaagD,93.999,11,332.24,-5.612,4,7325892
You Need To Calm Down,Taylor Swift,5425277,https://open.spotify.com/track/6RRNNciQGZEXnqk8SQ9yv5,16,6RRNNciQGZEXnqk8SQ9yv5,85.026,2,171.36,-5.617,4,3778488
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,24682240,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,16,6u7jPi22kF8CTQ3rb9DHE7,136.041,6,157.06667,-5.56,4,3463320
Mixed Personalities (feat. Kanye West),YNW Melly,4695445,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,16,6vWEAOUSxohKxhp0K1BsxL,149.937,2,230.4,-9.104,4,5080320
Baila Baila Baila - Remix,Ozuna,4329753,https://open.spotify.com/track/7mWFF4gPADjTQjC97CgFVt,16,7mWFF4gPADjTQjC97CgFVt,100.016,2,235.28413,-7.504,4,5188015
All Around The World (La La La),R3HAB,4693132,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp,15,02itaCXOdC54J0ISjqqFAp,124.948,9,147.84,-5.03,4,3259872
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,12557802,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,15,0RiRZpuVRbi7oqRdSMwhQY,89.96,2,157.56,-4.368,4,3474198
Panini,Lil Nas X,5735381,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv,15,1000nHvUdawXuUHgBod4Wv,153.848,5,114.89333,-6.146,4,2533398
Lover,Taylor Swift,5019740,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,15,1dGr1c8CrMLDpV6mPbImSI,68.534,7,221.30667,-7.582,4,4879812
Que Calor (with J Balvin & El Alfa),Major Lazer,5630908,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3,15,1G2CAJeP7rCwOZjlSJ0Zw3,126.038,8,169.99782,-4.129,4,3748452
Créeme,KAROL G,4842927,https://open.spotify.com/track/1mT47pKLXUwPYGwB91GcNz,15,1mT47pKLXUwPYGwB91GcNz,96.939,6,212.49333,-3.501,4,4685478
Circles,Post Malone,24335324,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,15,21jGcNKet2qwijlDFuPiPb,120.042,0,215.28,-3.497,4,4746924
Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,4533835,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,15,2LskIZrCeLxRvCiGP8gxlh,104.969,9,198.9025,-5.45,4,4385800
Rise,Jonas Blue,4202620,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,15,3KLygy1YWhmrQx0GRs7IOx,106.046,1,194.40758,-4.65,4,4286687
Thotiana,Blueface,4734389,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,15,3oh6SCCeLuXhFpEyepla6G,104.025,10,129.26404,-12.89,4,2850272
Te Boté - Remix,Nio Garcia,4196340,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,15,3V8UKqhEK5zBkBb6d6ub8i,96.507,11,417.92,-3.445,4,9215136
Armed And Dangerous,Juice WRLD,5189160,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,15,5wujBwqG7INdStqGd4tRMX,130.032,10,169.99908,-6.702,4,3748480
Graveyard,Halsey,5965504,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2,15,6V9fHiv84WlVTg7CSnIVY2,92.043,11,181.8055,-5.127,4,4008811
Takeaway (feat. Lennon Stella),The Chainsmokers,9420404,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe,15,6wo37KVqFJhtuxPTpLCcfe,85.332,3,209.89333,-8.106,1,4628148
Runaway,Sebastian Yatra,4682772,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,15,7BuSE9uTIw931wtZYzvZcQ,75.014,2,200.69333,-3.33,4,4425288
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,5548309,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw,15,7CZyCXKG6d5ALeq41sLzbw,139.919,1,229.57333,-2.665,4,5062092
Wow.,Post Malone,7211751,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,15,7xQAfvXzm3AkraOtGPWIZg,99.96,11,149.54668,-7.359,4,3297504
Please Me,Cardi B,4854455,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,14,0PG9fbaaHFHfre2gUVo7AN,133.992,1,200.88953,-6.711,4,4429614
Motivation,Normani,5598349,https://open.spotify.com/track/0rIAC4PXANcKmitJfoqmVm,14,0rIAC4PXANcKmitJfoqmVm,170.918,4,193.83733,-3.967,4,4274113
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,5533306,https://open.spotify.com/track/1ndyl3wJCFs872XZ3ztPk6,14,1ndyl3wJCFs872XZ3ztPk6,170.001,3,258.6,-3.922,4,5702130
Teeth,5 Seconds of Summer,5855783,https://open.spotify.com/track/26wLOs3ZuHJa2Ihhx6QIE6,14,26wLOs3ZuHJa2Ihhx6QIE6,139.02,10,204.88725,-2.961,4,4517764
Memories,Maroon 5,25107372,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,14,2b8fOow8UzyDFAE27YhOZM,91.019,11,189.48608,-7.209,4,4178168
Money,Cardi B,4602734,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,14,2GGMabyHXnJmjY6CXhhB2e,130.003,8,183.52727,-6.508,4,4046776
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Mustard,5291839,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo,14,2zjGJ0dChMR0KxBZS15aqo,99.978,2,174.10023,-8.054,4,3838910
"fuck, i'm lonely",Lauv,6914843,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0,14,322tcqPhma7F6hfCeLisx0,95.016,9,198.97333,-6.46,4,4387362
"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,4644233,https://open.spotify.com/track/3y3brCCecHC3Db18aIOnny,14,3y3brCCecHC3Db18aIOnny,121.799,9,215.31587,-6.519,4,4747715
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,7030102,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw,14,4MsUsFfWseB9M2plGJyuIw,182.123,0,193.04,-4.143,4,4256532
We Will Rock You - Remastered,Queen,4538691,https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn,14,4pbJqGIASGPr0ZpGpnWkDn,81.308,2,122.06667,-7.316,4,2691570
Sucker,Jonas Brothers,17152032,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,14,4y3OI86AEP6PQoDE6olYhO,137.958,1,181.04,-5.065,4,3991932
Baby (Lil Baby feat. DaBaby),Quality Control,5195517,https://open.spotify.com/track/5MPPttjfGap2C6j6eKcO6J,14,5MPPttjfGap2C6j6eKcO6J,108.003,10,142.41737,-7.259,4,3140303
Bubalu,Becky G,4727423,https://open.spotify.com/track/7dNwJbsT0sg1le5kVugGJb,14,7dNwJbsT0sg1le5kVugGJb,145.929,6,228.49315,-10.47,4,5038274
Envy Me,Calboy,5682307,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX,13,05t7JMip6JrLuSrMV5yYjX,149.025,11,120.13651,-7.663,4,2649010
VIBEZ,DaBaby,5560742,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,13,0fySG6A6qLE8IvDpayb5bM,154.187,1,144.93506,-2.708,4,3195818
Adan y Eva,Paulo Londra,4478818,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6,13,132ALUzVLmqYB4UsBj5qD6,171.993,1,256.97162,-4.47,4,5666224
Trampoline (with ZAYN),SHAED,8427708,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k,13,1iQDltZqI7BXnHrFy4Qo1k,126.803,7,184.28,-5.782,4,4063374
Speechless (feat. Erika Sirola),Robin Schulz,4276795,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5,13,1rCcsYnmqbMYdkG7kS9GC5,125.047,1,214.94173,-4.777,4,4739465
Faucet Failure,Ski Mask The Slump God,4470365,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,13,1ThmUihH9dF8EV08ku5AXN,99.993,10,145.62666,-9.373,4,3211068
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,5234720,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,13,1WSGTYKLEpKfNQYYW5Oymt,95.266,10,158.02702,-4.039,4,3484496
NI BIEN NI MAL,Bad Bunny,4824380,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8,13,278kSqsZIiYp8p3QjYAqa8,128.028,5,236.21596,-8.33,4,5208562
In My Blood,Shawn Mendes,4638456,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,13,2QZ7WLBE8h2y1Y5Fb8RYbH,140.025,5,211.36,-7.321,4,4660488
my strange addiction,Billie Eilish,4446572,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK,13,3Tc57t9l2O8FwQZtQOvPXK,100.029,8,179.88925,-10.952,4,3966558
bad guy (with Justin Bieber),Billie Eilish,4555450,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT,13,3yNZ5r3LKfdmjoS3gkhUCT,135.055,0,194.83968,-11.265,4,4296215
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,5034351,https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA,13,40OMBMYRk5IQL6xCzGM0JA,113.778,5,163.80481,-6.976,4,3611896
Vossi Bop,Stormzy,4709270,https://open.spotify.com/track/44ZJ4hLD5onikKsVLQaILr,13,44ZJ4hLD5onikKsVLQaILr,188.115,8,196.26666,-6.062,4,4327680
Vaina Loca,Ozuna,4553493,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,13,48zFZh27QU5qsrBjn4C2FA,93.982,6,176.13333,-4.249,4,3883740
What I Like About You (feat. Theresa Rex),Jonas Blue,4423043,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ,13,4NSW0Km5ZG60L8FthUebPJ,102.46,1,220.3961,-3.584,4,4859734
Best Part (feat. Daniel Caesar),H.E.R.,4765358,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,13,4OBZT9EnhYIV17t4pGw7ig,75.208,4,209.4,-10.219,4,4617270
Easier,5 Seconds of Summer,4553927,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ,13,4tNXntkAzQ5A2dfYRYGIIQ,175.813,5,157.4927,-5.604,4,3472714
Let You Love Me,Rita Ora,4747231,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,13,5Fla3zyOCcIRqrDoKLU0DP,96.036,10,191.12009,-3.344,4,4214198
Hot (feat. Gunna),Young Thug,4531585,https://open.spotify.com/track/5Z8HZM6iQMhhqyPcCGY5g9,13,5Z8HZM6iQMhhqyPcCGY5g9,111.997,0,193.02667,-8.044,4,4256238
Sola,Manuel Turizo,4479118,https://open.spotify.com/track/675w3ACw5xZR3ODhUJlEVN,13,675w3ACw5xZR3ODhUJlEVN,92.965,11,195.04417,-5.233,4,4300724
Fantasias,Rauw Alejandro,11961686,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,13,6mAN61JH0dzyZpWslS11jy,94.004,1,199.7111,-4.219,4,4403630
BOP,DaBaby,12116981,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,13,6Ozh9Ok6h4Oi1wUSLtBseN,126.77,11,159.71497,-3.909,4,3521715
Si Te Vas,Sech,6624118,https://open.spotify.com/track/6Y4PDQv4XjYjHLeLmvyOt0,13,6Y4PDQv4XjYjHLeLmvyOt0,174.101,0,204.90668,-4.124,4,4518192
Liar,Camila Cabello,10190064,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM,13,7LzouaWGFCy4tkXDOOnEyM,98.016,11,207.03896,-6.684,4,4565209
Si Supieras,Daddy Yankee,4563774,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,13,7MRU4vOkywuhZ9kbFiPuiu,184.019,9,241.88,-1.681,4,5333454
Saint-Tropez,Post Malone,4796769,https://open.spotify.com/track/05mDaV9Vb3wrzjF6OPZnhq,12,05mDaV9Vb3wrzjF6OPZnhq,132.113,0,150.86667,-3.618,4,3326610
Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,4609242,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,12,0jAfdqv18goRTUxm3ilRjb,191.971,6,192.77927,-4.653,4,4250783
Enemies (feat. DaBaby),Post Malone,4923299,https://open.spotify.com/track/0Xek5rqai2jcOWCYWJfVCF,12,0Xek5rqai2jcOWCYWJfVCF,76.388,6,196.76,-4.169,4,4338558
when the party's over,Billie Eilish,9140544,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,12,14JzyD6FlBD5z0wV5P07YI,124.001,1,199.93129,-14.08,3,4408485
Goteo,Duki,4788146,https://open.spotify.com/track/1EoEU4HY57qaITp06TkC6B,12,1EoEU4HY57qaITp06TkC6B,108.287,1,164.45796,-3.725,3,3626298
Bad Bad Bad (feat. Lil Baby),Young Thug,4716595,https://open.spotify.com/track/1GeNui6m825V8jP4uKiIaH,12,1GeNui6m825V8jP4uKiIaH,111.959,6,149.04,-8.888,4,3286332
"A Whole New World (End Title) - From ""Aladdin""",ZAYN,4733983,https://open.spotify.com/track/1iWHabUgUuuKLBa0TzTHfk,12,1iWHabUgUuuKLBa0TzTHfk,110.508,2,242.95615,-8.16,4,5357183
Ransom,Lil Tecca,9231216,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,12,1lOe9qE0vR9zwWQAOk6CoO,179.974,7,131.24,-6.257,4,2893842
Call You Mine,The Chainsmokers,4659894,https://open.spotify.com/track/1SNiXDwSilLujcYdvfqVpT,12,1SNiXDwSilLujcYdvfqVpT,104.003,7,217.65334,-5.59,4,4799256
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,4442196,https://open.spotify.com/track/2Rk4JlNc2TPmZe2af99d45,12,2Rk4JlNc2TPmZe2af99d45,182.162,0,193.0,-4.105,4,4255650
